Дата	Раздел	Подраздел	Направление	Код направления	План	Факт
28.02.2015	АКТИВЫ	Ценные бумаги	Операции с ценными бумагами	1030	-55773,86	-55707,86
28.02.2015	АКТИВЫ	Ценные бумаги	Операции с ценными бумагами	1030	-11940,91	-12464,91
28.02.2015	АКТИВЫ	Ценные бумаги	Операции с ценными бумагами	1030	-8600,67	-8377,67
28.02.2015	АКТИВЫ	Ценные бумаги	Операции с ценными бумагами	1030	-4065,65	-4123,65
28.02.2015	АКТИВЫ	Ценные бумаги	Операции с ценными бумагами	1030	-58718,73	-59978,73
28.02.2015	АКТИВЫ	Ценные бумаги	Операции с ценными бумагами	1030	-60543,92	-66306,92
28.02.2015	АКТИВЫ	Ценные бумаги	Операции с ценными бумагами	1030	-2928,79	-2744,79
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-8075,89	-8575,89
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-10222,09	-10647,09
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-62616,16	-66959,16
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-34608,06	-31433,06
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-50266,39	-53331,39
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-3086,10	-3060,10
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-5521,54	-5557,54
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-3996,10	-4172,10
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-62562,94	-59773,94
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-47554,98	-51215,98
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-14397,87	-14254,87
28.02.2015	ПАССИВЫ	Резервы	Кредитование юр.лиц	1040	40052,42	41304,42
31.01.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-52322,34	-51548,34
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-24012,75	-23385,75
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-6149,79	-6220,79
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-14008,22	-13430,22
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-71648,53	-76802,53
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-77168,20	-71379,20
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-45750,95	-48796,95
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-56974,03	-60372,03
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-38817,98	-38761,98
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-48249,90	-47165,90
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-39139,42	-41348,42
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-40245,73	-36448,73
31.03.2015	ПАССИВЫ	Резервы	Кредитование юр.лиц	1040	48074,40	48522,40
31.03.2015	ПАССИВЫ	Резервы	Кредитование юр.лиц	1040	59840,18	59918,18
31.01.2015	ПАССИВЫ	Резервы	Кредитование юр.лиц	1040	38159,77	38889,77
31.01.2015	ПАССИВЫ	Резервы	Кредитование юр.лиц	1040	88185,85	93438,85
28.02.2015	ПАССИВЫ	Резервы	Кредитование юр.лиц	1040	75926,40	71438,40
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-33927,64	-35216,64
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-20267,09	-19831,09
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-19975,90	-19164,90
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-5128,70	-4942,70
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-70178,37	-73587,37
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-38631,39	-35425,39
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-55828,01	-53141,01
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-63825,47	-60886,47
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-46819,41	-50862,41
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-70290,99	-65381,99
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-24734,33	-25419,33
28.02.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-52789,12	-52617,12
31.03.2015	АКТИВЫ	Кредиты корпоративным клиентам	Кредитование юр.лиц	1040	-65827,12	-60214,12
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-69513,84	-75786,84
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-42045,88	-39267,88
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-72301,42	-65130,42
28.02.2015	ПАССИВЫ	Резервы	Кредитование физ.лиц	1050	65048,63	69288,63
28.02.2015	ПАССИВЫ	Резервы	Кредитование физ.лиц	1050	63736,52	68706,52
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-9174,63	-9330,63
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-40941,20	-43752,20
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-63877,74	-62458,74
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-4653,82	-4987,82
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-48148,64	-51016,64
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-58832,22	-60014,22
31.01.2015	ПАССИВЫ	Резервы	Кредитование физ.лиц	1050	96384,36	92482,36
31.01.2015	ПАССИВЫ	Резервы	Кредитование физ.лиц	1050	54930,79	53176,79
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-15199,95	-13956,95
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-64484,41	-65357,41
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-62868,05	-66407,05
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-9561,99	-8840,99
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-5248,62	-4844,62
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-39235,00	-41736,00
31.03.2015	ПАССИВЫ	Резервы	Кредитование физ.лиц	1050	16258,45	15286,45
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-68385,12	-63714,12
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-14121,93	-15278,93
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-15574,51	-14576,51
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-20383,24	-22155,24
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-74753,92	-75527,92
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-26585,67	-26013,67
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-18972,58	-19291,58
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-5075,05	-4690,05
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-15589,88	-14283,88
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-4032,04	-4099,04
28.02.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-40663,14	-40229,14
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-42694,46	-41652,46
31.01.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-58410,14	-53946,14
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-25093,94	-25169,94
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-38261,70	-35862,70
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-25016,96	-25974,96
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-28452,43	-26935,43
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-8269,26	-8544,26
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-29327,92	-26889,92
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-46366,74	-42238,74
31.03.2015	АКТИВЫ	Кредиты физическим лицам	Кредитование физ.лиц	1050	-24676,28	-22212,28
31.03.2015	ПАССИВЫ	Резервы	Кредитование физ.лиц	1050	18938,51	18601,51
31.03.2015	ПАССИВЫ	Капитал	Капитал	1060	64149,09	68841,09
31.03.2015	ПАССИВЫ	Капитал	Капитал	1060	29320,39	32162,39
31.03.2015	ПАССИВЫ	Доходы	Капитал	1060	76669,06	74161,06
31.01.2015	ПАССИВЫ	Прочие пассивы	Капитал	1060	55352,51	51122,51
31.03.2015	ПАССИВЫ	Прочие пассивы	Капитал	1060	39825,57	40366,57
31.03.2015	ПАССИВЫ	Прочие пассивы	Капитал	1060	69455,12	75134,12
28.02.2015	ПАССИВЫ	Доходы	Капитал	1060	73534,71	77921,71
31.03.2015	ПАССИВЫ	Фонды	Капитал	1060	70337,82	64148,82
31.01.2015	ПАССИВЫ	Прочие пассивы	Капитал	1060	56362,31	52371,31
31.03.2015	ПАССИВЫ	Капитал	Капитал	1060	79578,76	82152,76
31.03.2015	ПАССИВЫ	Капитал	Капитал	1060	26958,40	26269,40
31.03.2015	ПАССИВЫ	Капитал	Капитал	1060	86325,81	79936,81
31.03.2015	ПАССИВЫ	Капитал	Капитал	1060	8855,02	8207,02
31.03.2015	ПАССИВЫ	Фонды	Капитал	1060	92256,31	83869,31
31.01.2015	ПАССИВЫ	Доходы	Капитал	1060	23869,53	21993,53
31.01.2015	ПАССИВЫ	Доходы	Капитал	1060	7463,88	7881,88
28.02.2015	ПАССИВЫ	Фонды	Капитал	1060	92012,82	91016,82
28.02.2015	ПАССИВЫ	Фонды	Капитал	1060	92390,88	89317,88
28.02.2015	ПАССИВЫ	Прочие пассивы	Капитал	1060	71613,78	64685,78
28.02.2015	ПАССИВЫ	Прочие пассивы	Капитал	1060	17304,80	16930,80
28.02.2015	ПАССИВЫ	Капитал	Капитал	1060	79046,37	81850,37
28.02.2015	ПАССИВЫ	Капитал	Капитал	1060	35492,73	36557,73
28.02.2015	ПАССИВЫ	Капитал	Капитал	1060	95277,07	88496,07
28.02.2015	ПАССИВЫ	Капитал	Капитал	1060	37251,03	40726,03
28.02.2015	ПАССИВЫ	Капитал	Капитал	1060	63505,97	59052,97
28.02.2015	ПАССИВЫ	Доходы	Капитал	1060	22854,33	22789,33
31.01.2015	ПАССИВЫ	Капитал	Капитал	1060	91282,59	97319,59
31.01.2015	ПАССИВЫ	Капитал	Капитал	1060	23904,91	22340,91
31.01.2015	ПАССИВЫ	Капитал	Капитал	1060	84910,17	90293,17
31.01.2015	ПАССИВЫ	Капитал	Капитал	1060	64103,84	68615,84
31.01.2015	ПАССИВЫ	Капитал	Капитал	1060	82877,81	83751,81
31.01.2015	ПАССИВЫ	Капитал	Капитал	1060	22437,81	24448,81
31.01.2015	ПАССИВЫ	Фонды	Капитал	1060	74269,56	72460,56
31.01.2015	ПАССИВЫ	Фонды	Капитал	1060	1237,46	1208,46
28.02.2015	ПАССИВЫ	Капитал	Капитал	1060	13257,48	13915,48
31.03.2015	ПАССИВЫ	Доходы	Капитал	1060	88015,93	85765,93
31.01.2015	АКТИВЫ	Инвестиции в капитал	Капитал	1060	-78612,94	-81386,94
31.01.2015	АКТИВЫ	Прочие активы	Капитал	1060	-45771,52	-45104,52
31.01.2015	АКТИВЫ	Прочие активы	Капитал	1060	-18993,71	-19376,71
31.03.2015	АКТИВЫ	Расходы	Капитал	1060	-14739,01	-16177,01
31.03.2015	АКТИВЫ	Расходы	Капитал	1060	-10630,06	-10025,06
31.03.2015	АКТИВЫ	Материальные и нематериальные активы	Капитал	1060	-40207,08	-42643,08
31.03.2015	АКТИВЫ	Материальные и нематериальные активы	Капитал	1060	-67759,22	-69981,22
31.03.2015	АКТИВЫ	Прочие активы	Капитал	1060	-31456,15	-29650,15
31.03.2015	АКТИВЫ	Прочие активы	Капитал	1060	-21824,11	-23961,11
31.01.2015	АКТИВЫ	Материальные и нематериальные активы	Капитал	1060	-74141,19	-67051,19
31.01.2015	АКТИВЫ	Материальные и нематериальные активы	Капитал	1060	-77541,97	-75407,97
31.03.2015	АКТИВЫ	Инвестиции в капитал	Капитал	1060	-10804,07	-10629,07
31.03.2015	АКТИВЫ	Инвестиции в капитал	Капитал	1060	-154,15	-156,15
31.01.2015	АКТИВЫ	Инвестиции в капитал	Капитал	1060	-27148,12	-28727,12
28.02.2015	АКТИВЫ	Прочие активы	Капитал	1060	-26035,12	-24736,12
28.02.2015	АКТИВЫ	Прочие активы	Капитал	1060	-27853,94	-29437,94
28.02.2015	АКТИВЫ	Материальные и нематериальные активы	Капитал	1060	-50425,88	-52753,88
28.02.2015	АКТИВЫ	Материальные и нематериальные активы	Капитал	1060	-49446,75	-51248,75
28.02.2015	АКТИВЫ	Расходы	Капитал	1060	-33449,90	-34107,90
28.02.2015	АКТИВЫ	Расходы	Капитал	1060	-48357,70	-51974,70
31.01.2015	АКТИВЫ	Расходы	Капитал	1060	-36577,45	-34285,45
31.01.2015	АКТИВЫ	Расходы	Капитал	1060	-44023,70	-46989,70
28.02.2015	АКТИВЫ	Инвестиции в капитал	Капитал	1060	-77881,80	-76415,80
28.02.2015	АКТИВЫ	Инвестиции в капитал	Капитал	1060	-43635,17	-40182,17
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	36941,14	38198,14
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	52683,42	48321,42
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	74730,84	75575,84
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	83927,67	91356,67
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	99364,91	104547,91
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	99437,76	96339,76
31.01.2015	ПАССИВЫ	Пассивы до востребования	Межбанковские кредиты и депозиты полученные	1070	37254,19	34968,19
31.01.2015	ПАССИВЫ	Пассивы до востребования	Межбанковские кредиты и депозиты полученные	1070	60871,21	59454,21
31.03.2015	АКТИВЫ	Резервы (ФОР)	Межбанковские кредиты и депозиты полученные	1070	-26034,64	-26148,64
31.03.2015	АКТИВЫ	Резервы (ФОР)	Межбанковские кредиты и депозиты полученные	1070	-43638,03	-44255,03
31.01.2015	АКТИВЫ	Резервы (ФОР)	Межбанковские кредиты и депозиты полученные	1070	-74547,19	-81219,19
31.01.2015	АКТИВЫ	Резервы (ФОР)	Межбанковские кредиты и депозиты полученные	1070	-64894,08	-69121,08
31.03.2015	ПАССИВЫ	Пассивы до востребования	Межбанковские кредиты и депозиты полученные	1070	5565,03	5142,03
31.03.2015	ПАССИВЫ	Пассивы до востребования	Межбанковские кредиты и депозиты полученные	1070	75299,75	76475,75
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	33119,82	31526,82
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	20159,73	20132,73
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	6005,96	6366,96
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	5710,20	5825,20
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	996,39	1011,39
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	6725,03	7168,03
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	67627,42	66592,42
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	89993,85	81878,85
31.03.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	50739,82	52247,82
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	80366,14	84227,14
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	64524,11	61151,11
28.02.2015	ПАССИВЫ	Пассивы до востребования	Межбанковские кредиты и депозиты полученные	1070	43784,88	43657,88
28.02.2015	ПАССИВЫ	Пассивы до востребования	Межбанковские кредиты и депозиты полученные	1070	32392,47	33793,47
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	12397,91	13082,91
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	81039,47	74725,47
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	9797,15	10176,15
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	84642,94	81855,94
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	74080,38	71342,38
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	96960,89	105801,89
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	38949,95	39378,95
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	26296,63	28065,63
31.01.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	48573,86	48609,86
28.02.2015	АКТИВЫ	Резервы (ФОР)	Межбанковские кредиты и депозиты полученные	1070	-16368,94	-17365,94
28.02.2015	АКТИВЫ	Резервы (ФОР)	Межбанковские кредиты и депозиты полученные	1070	-14067,76	-14078,76
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	37591,87	38195,87
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	10902,33	10731,33
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	92868,95	84284,95
28.02.2015	ПАССИВЫ	Срочные пассивы	Межбанковские кредиты и депозиты полученные	1070	87044,45	86218,45
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	38002,85	39442,85
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	47155,18	46807,18
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	97578,34	88979,34
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	89621,45	94745,45
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	33486,25	33597,25
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	64974,27	66844,27
31.03.2015	АКТИВЫ	Резервы (ФОР)	Депозиты юр.лиц	1080	-23096,78	-24270,78
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	61162,41	61934,41
31.01.2015	АКТИВЫ	Резервы (ФОР)	Депозиты юр.лиц	1080	-61677,41	-57527,41
31.01.2015	АКТИВЫ	Резервы (ФОР)	Депозиты юр.лиц	1080	-70713,13	-69568,13
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	41257,78	44081,78
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	13900,84	13667,84
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	32139,30	33195,30
31.03.2015	ПАССИВЫ	Пассивы до востребования	Депозиты юр.лиц	1080	39985,00	37232,00
31.03.2015	ПАССИВЫ	Пассивы до востребования	Депозиты юр.лиц	1080	13772,80	12599,80
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	77476,10	76828,10
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	78256,42	78747,42
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	87919,47	87718,47
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	23853,66	24020,66
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	13003,03	14087,03
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	90926,78	96381,78
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	97182,52	100944,52
28.02.2015	АКТИВЫ	Резервы (ФОР)	Депозиты юр.лиц	1080	-64835,86	-70746,86
28.02.2015	АКТИВЫ	Резервы (ФОР)	Депозиты юр.лиц	1080	-56243,55	-50720,55
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	78672,53	75741,53
28.02.2015	ПАССИВЫ	Пассивы до востребования	Депозиты юр.лиц	1080	47594,78	43368,78
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	24973,79	23959,79
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	88768,97	81691,97
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	21199,01	20817,01
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	16656,27	16595,27
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	2351,96	2152,96
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	19734,38	18021,38
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	32429,99	31980,99
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	16053,10	14794,10
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	64044,25	60428,25
28.02.2015	ПАССИВЫ	Пассивы до востребования	Депозиты юр.лиц	1080	49443,32	50582,32
31.03.2015	АКТИВЫ	Резервы (ФОР)	Депозиты юр.лиц	1080	-50411,91	-49623,91
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	13813,63	12872,63
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	93399,50	86761,50
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты юр.лиц	1080	84757,98	90160,98
31.01.2015	ПАССИВЫ	Пассивы до востребования	Депозиты юр.лиц	1080	57715,18	52528,18
31.01.2015	ПАССИВЫ	Пассивы до востребования	Депозиты юр.лиц	1080	94515,49	94824,49
28.02.2015	АКТИВЫ	Резервы (ФОР)	Депозиты физ.лиц	1090	-24509,28	-26561,28
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	95091,76	87578,76
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	86885,96	88128,96
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	29294,96	30704,96
28.02.2015	АКТИВЫ	Резервы (ФОР)	Депозиты физ.лиц	1090	-28258,59	-29959,59
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	55487,96	60951,96
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	26888,70	29205,70
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	17277,77	15669,77
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	6110,15	6528,15
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	28881,39	30066,39
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	65312,53	65225,53
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	82496,25	87314,25
31.03.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	68400,51	70605,51
31.03.2015	АКТИВЫ	Резервы (ФОР)	Депозиты физ.лиц	1090	-59866,91	-62816,91
28.02.2015	ПАССИВЫ	Пассивы до востребования	Депозиты физ.лиц	1090	24023,59	22137,59
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	91825,00	90855,00
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	75437,40	80720,40
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	70884,26	75011,26
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	11673,94	12817,94
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	26238,73	25176,73
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	40220,46	38117,46
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	99747,39	105745,39
28.02.2015	ПАССИВЫ	Пассивы до востребования	Депозиты физ.лиц	1090	56781,03	52642,03
28.02.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	34496,70	35210,70
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	50691,84	48679,84
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	65681,75	70642,75
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	81574,26	76234,26
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	61939,55	61886,55
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	29451,03	30492,03
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	59695,29	62129,29
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	88543,37	81345,37
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	5615,24	5168,24
31.01.2015	ПАССИВЫ	Срочные пассивы	Депозиты физ.лиц	1090	68390,77	67898,77
31.03.2015	АКТИВЫ	Резервы (ФОР)	Депозиты физ.лиц	1090	-36489,46	-38329,46
31.03.2015	ПАССИВЫ	Пассивы до востребования	Депозиты физ.лиц	1090	97094,71	103407,71
