Дата	Дебет	Кредит	Остаток	Контрагент	Счет	Индустрия	Филиал
14.05.2015	44700,00	47450,00	-2750,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
14.05.2015	49600,00	55298,00	-5698,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
14.05.2015	54100,00	47037,00	7063,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
14.05.2015	79700,00	77719,00	1981,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
14.05.2015	92800,00	100004,00	-7204,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
14.05.2015	84300,00	70963,00	13337,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
14.05.2015	17300,00	20275,00	-2975,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
14.05.2015	67300,00	71012,00	-3712,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
14.05.2015	85500,00	84752,00	748,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
14.05.2015	38500,00	41890,00	-3390,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
14.05.2015	83100,00	77843,00	5257,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
14.05.2015	60400,00	55508,00	4892,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
14.05.2015	70200,00	72966,00	-2766,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
14.05.2015	600,00	676,00	-76,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
14.05.2015	9000,00	9666,00	-666,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
14.05.2015	44300,00	38176,00	6124,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
14.05.2015	97000,00	114050,00	-17050,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
14.05.2015	42000,00	43481,00	-1481,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
14.05.2015	53400,00	45449,00	7951,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
14.05.2015	33300,00	33863,00	-563,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
14.05.2015	33500,00	33068,00	432,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
14.05.2015	84300,00	70389,00	13911,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
14.05.2015	45600,00	41306,00	4294,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
14.05.2015	83200,00	85398,00	-2198,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
14.05.2015	12700,00	13150,00	-450,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
14.05.2015	68200,00	62181,00	6019,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
14.05.2015	50800,00	60315,00	-9515,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
14.05.2015	31800,00	25500,00	6300,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
14.05.2015	4000,00	4498,00	-498,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
14.05.2015	14900,00	14736,00	164,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
14.05.2015	40700,00	35460,00	5240,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
14.05.2015	82900,00	68160,00	14740,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
14.05.2015	69200,00	74848,00	-5648,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
14.05.2015	67700,00	68440,00	-740,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
14.05.2015	4900,00	5163,00	-263,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
14.05.2015	42500,00	39932,00	2568,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
14.05.2015	57000,00	53216,00	3784,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
14.05.2015	36800,00	40126,00	-3326,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
14.05.2015	48100,00	56910,00	-8810,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
14.05.2015	96000,00	97984,00	-1984,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
14.05.2015	27300,00	22398,00	4902,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
14.05.2015	46800,00	43175,00	3625,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
14.05.2015	62100,00	66713,00	-4613,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
14.05.2015	49800,00	56801,00	-7001,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
14.05.2015	71800,00	61938,00	9862,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
14.05.2015	22300,00	18509,00	3791,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
14.05.2015	84000,00	74903,00	9097,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
14.05.2015	29000,00	25856,00	3144,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
14.05.2015	97100,00	82835,00	14265,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
14.05.2015	90300,00	77412,00	12888,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
14.05.2015	53900,00	54295,00	-395,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
14.05.2015	97500,00	81430,00	16070,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
14.05.2015	39800,00	40966,00	-1166,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
14.05.2015	60800,00	56053,00	4747,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
14.05.2015	47200,00	44419,00	2781,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
14.05.2015	17200,00	17289,00	-89,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
14.05.2015	1100,00	1226,00	-126,00	Тарос	0001_USD_КРЕД_8001/1	Торговля	Екатеринбургский филиал
14.05.2015	93200,00	88155,00	5045,00	Торговый Дом Pax	0001_USD_КРЕД_13600	Торговля	Екатеринбургский филиал
14.05.2015	90900,00	91064,00	-164,00	Тревел Пак ЗАО	0001_USD_КРЕД_6100	Торговля	Екатеринбургский филиал
14.05.2015	3100,00	3055,00	45,00	фирма РИК	0001_RUR_КРЕД_41162/1	Промышленность	Екатеринбургский филиал
15.05.2015	55000,00	45353,00	9647,00	Neo	0001_USD_КРЕД_13200	Промышленность	Санкт-Петербургский филиал
15.05.2015	86600,00	102520,00	-15920,00	Neo	0001_USD_КРЕД_132	Промышленность	Санкт-Петербургский филиал
15.05.2015	43600,00	35907,00	7693,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
15.05.2015	69200,00	72071,00	-2871,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
15.05.2015	82200,00	65933,00	16267,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
15.05.2015	93900,00	83531,00	10369,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
15.05.2015	69600,00	76884,00	-7284,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
15.05.2015	21000,00	18616,00	2384,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
15.05.2015	53200,00	50491,00	2709,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
15.05.2015	65800,00	76602,00	-10802,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
15.05.2015	50000,00	50925,00	-925,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
15.05.2015	24200,00	22811,00	1389,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
15.05.2015	59700,00	62110,00	-2410,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
15.05.2015	54000,00	63323,00	-9323,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
15.05.2015	72000,00	57791,00	14209,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
15.05.2015	43000,00	43157,00	-157,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
15.05.2015	42000,00	39689,00	2311,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
15.05.2015	72200,00	62372,00	9828,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
15.05.2015	10500,00	11995,00	-1495,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
15.05.2015	50400,00	50784,00	-384,00	Salmon ООО	0001_RUR_КРЕД_6801/2	Промышленность	Санкт-Петербургский филиал
15.05.2015	72200,00	77538,00	-5338,00	Salmon ООО	0001_RUR_КРЕД_6801/3	Промышленность	Санкт-Петербургский филиал
15.05.2015	56200,00	44981,00	11219,00	Salmon ООО	0001_RUR_КРЕД_6801/1	Промышленность	Санкт-Петербургский филиал
15.05.2015	28600,00	31185,00	-2585,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
15.05.2015	48800,00	40639,00	8161,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
15.05.2015	25800,00	25213,00	587,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
15.05.2015	92300,00	79045,00	13255,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
15.05.2015	48500,00	52963,00	-4463,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
15.05.2015	34100,00	38606,00	-4506,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
15.05.2015	91100,00	77280,00	13820,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
15.05.2015	54000,00	45155,00	8845,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
15.05.2015	19600,00	16622,00	2978,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
15.05.2015	36700,00	36420,00	280,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
15.05.2015	39000,00	32277,00	6723,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
15.05.2015	64200,00	73875,00	-9675,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
15.05.2015	82300,00	75583,00	6717,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
15.05.2015	46000,00	41116,00	4884,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
15.05.2015	69900,00	78616,00	-8716,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
15.05.2015	95400,00	114452,00	-19052,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
15.05.2015	83000,00	84235,00	-1235,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
15.05.2015	69700,00	74016,00	-4316,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
15.05.2015	83800,00	90969,00	-7169,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
15.05.2015	56400,00	45908,00	10492,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
15.05.2015	82100,00	79832,00	2268,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
15.05.2015	85100,00	90379,00	-5279,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
15.05.2015	72800,00	60303,00	12497,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
15.05.2015	11700,00	12773,00	-1073,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
15.05.2015	14500,00	16480,00	-1980,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
15.05.2015	64600,00	72419,00	-7819,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
15.05.2015	65900,00	78545,00	-12645,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
15.05.2015	90300,00	106725,00	-16425,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
15.05.2015	26100,00	31090,00	-4990,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
15.05.2015	37400,00	34354,00	3046,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
15.05.2015	42000,00	34936,00	7064,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
15.05.2015	93500,00	106626,00	-13126,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
15.05.2015	82100,00	75536,00	6564,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
15.05.2015	27800,00	32210,00	-4410,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
15.05.2015	56000,00	55571,00	429,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
15.05.2015	19400,00	17090,00	2310,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
15.05.2015	1300,00	1519,00	-219,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
15.05.2015	4500,00	5029,00	-529,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
15.05.2015	37800,00	34339,00	3461,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
15.05.2015	92400,00	103365,00	-10965,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
15.05.2015	61900,00	57594,00	4306,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
15.05.2015	73800,00	88547,00	-14747,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
15.05.2015	52300,00	48108,00	4192,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
15.05.2015	85400,00	100153,00	-14753,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
15.05.2015	96000,00	81712,00	14288,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
15.05.2015	88800,00	83097,00	5703,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
15.05.2015	55900,00	45950,00	9950,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
15.05.2015	61900,00	55319,00	6581,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
15.05.2015	52300,00	54102,00	-1802,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
15.05.2015	27700,00	28726,00	-1026,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
15.05.2015	17200,00	20311,00	-3111,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
15.05.2015	99900,00	117925,00	-18025,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
15.05.2015	90500,00	100312,00	-9812,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
15.05.2015	58800,00	59656,00	-856,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
15.05.2015	18700,00	18197,00	503,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
15.05.2015	87100,00	100181,00	-13081,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
15.05.2015	37100,00	33569,00	3531,00	Тарос	0001_USD_КРЕД_8001/1	Торговля	Екатеринбургский филиал
15.05.2015	89000,00	84677,00	4323,00	Торговый Дом Pax	0001_USD_КРЕД_13600	Торговля	Екатеринбургский филиал
15.05.2015	54000,00	60453,00	-6453,00	Тревел Пак ЗАО	0001_USD_КРЕД_6100	Торговля	Екатеринбургский филиал
15.05.2015	64100,00	74733,00	-10633,00	фирма РИК	0001_RUR_КРЕД_41162/1	Промышленность	Екатеринбургский филиал
16.05.2015	9500,00	9445,00	55,00	Neo	0001_USD_КРЕД_13200	Промышленность	Санкт-Петербургский филиал
16.05.2015	29600,00	35356,00	-5756,00	Neo	0001_USD_КРЕД_132	Промышленность	Санкт-Петербургский филиал
16.05.2015	58900,00	59726,00	-826,00	Neo	0002_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
16.05.2015	21400,00	18410,00	2990,00	Neo	0001_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
16.05.2015	22200,00	24672,00	-2472,00	Neo	0001_USD_КРЕД_130023	Промышленность	Санкт-Петербургский филиал
16.05.2015	81400,00	77045,00	4355,00	Neo	0002_USD_КРЕД_200	Промышленность	Санкт-Петербургский филиал
16.05.2015	69100,00	74624,00	-5524,00	Neo	0001_USD_КРЕД_700	Промышленность	Санкт-Петербургский филиал
16.05.2015	44300,00	47662,00	-3362,00	Neo	0001_USD_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
16.05.2015	27700,00	31777,00	-4077,00	Neo	0003_RUR_КРЕД_700	Промышленность	Санкт-Петербургский филиал
16.05.2015	9300,00	10146,00	-846,00	Neo	0003_RUR_КРЕД_7700	Промышленность	Санкт-Петербургский филиал
16.05.2015	26200,00	25089,00	1111,00	Salmon ООО	0001_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
16.05.2015	96900,00	102336,00	-5436,00	Salmon ООО	0002_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
16.05.2015	60800,00	63125,00	-2325,00	Salmon ООО	0002_RUR_КРЕД_801	Промышленность	Санкт-Петербургский филиал
16.05.2015	58100,00	47800,00	10300,00	Salmon ООО	0001_RUR_КРЕД_600	Промышленность	Санкт-Петербургский филиал
16.05.2015	50500,00	59723,00	-9223,00	Salmon ООО	0002_USD_КРЕД_600	Промышленность	Санкт-Петербургский филиал
16.05.2015	64800,00	69715,00	-4915,00	Salmon ООО	0003_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
16.05.2015	92800,00	101743,00	-8943,00	Salmon ООО	0001_RUR_КРЕД_10	Промышленность	Санкт-Петербургский филиал
16.05.2015	90200,00	100029,00	-9829,00	Salmon ООО	0001_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
16.05.2015	61000,00	49857,00	11143,00	Salmon ООО	0004_RUR_КРЕД_11	Промышленность	Санкт-Петербургский филиал
16.05.2015	5900,00	5403,00	497,00	Salmon ООО	0001_RUR_КРЕД_6801/2	Промышленность	Санкт-Петербургский филиал
16.05.2015	61800,00	60886,00	914,00	Salmon ООО	0001_RUR_КРЕД_6801/3	Промышленность	Санкт-Петербургский филиал
16.05.2015	24400,00	25455,00	-1055,00	Salmon ООО	0001_RUR_КРЕД_6801/1	Промышленность	Санкт-Петербургский филиал
16.05.2015	68800,00	57332,00	11468,00	Salmon ООО	0001_RUR_КРЕД_101	Промышленность	Санкт-Петербургский филиал
16.05.2015	93500,00	110760,00	-17260,00	Salmon ООО	0001_RUR_КРЕД_6801/4	Промышленность	Санкт-Петербургский филиал
16.05.2015	76600,00	86342,00	-9742,00	Абасков ЗАО	0002_RUR_КРЕД_777	Промышленность	Санкт-Петербургский филиал
16.05.2015	60400,00	60832,00	-432,00	Абасков ЗАО	0001_USD_КРЕД_777	Промышленность	Санкт-Петербургский филиал
16.05.2015	16000,00	15677,00	323,00	Абасков ЗАО	0003_RUR_КРЕД_888	Промышленность	Санкт-Петербургский филиал
16.05.2015	42500,00	40750,00	1750,00	Абасков ЗАО	0004_RUR_КРЕД_999	Промышленность	Санкт-Петербургский филиал
16.05.2015	75200,00	64747,00	10453,00	Абасков ЗАО	0001_USD_КРЕД_999	Промышленность	Санкт-Петербургский филиал
16.05.2015	81000,00	77166,00	3834,00	Абасков ЗАО	0001_USD_КРЕД_7301/1	Промышленность	Санкт-Петербургский филиал
16.05.2015	3200,00	3628,00	-428,00	Авантера	0001_USD_КРЕД_17000	Торговля	Санкт-Петербургский филиал
16.05.2015	71900,00	83983,00	-12083,00	Азилинин ООО	0001_RUR_КРЕД_16400	Торговля	Санкт-Петербургский филиал
16.05.2015	80700,00	80958,00	-258,00	Арктур ЗАО	0001_USD_КРЕД_15900/1	Торговля	Санкт-Петербургский филиал
16.05.2015	87600,00	96318,00	-8718,00	Вега	0001_USD_КРЕД_901/1	Торговля	Екатеринбургский филиал
16.05.2015	39800,00	37367,00	2433,00	Веритак ООО	0001_USD_КРЕД_19700	Торговля	Екатеринбургский филиал
16.05.2015	59700,00	52475,00	7225,00	Виалди	0001_USD_КРЕД_8101/1	Торговля	Московский филиал
16.05.2015	57600,00	62521,00	-4921,00	Голд Вест Рейн	0001_USD_КРЕД_2901	Торговля	Московский филиал
16.05.2015	24600,00	19885,00	4715,00	Гончаров&Со	0001_RUR_КРЕД_3601/1	Торговля	Московский филиал
16.05.2015	22900,00	26324,00	-3424,00	Дамид ООО	0001_USD_КРЕД_17601	Торговля	Московский филиал
16.05.2015	79200,00	63455,00	15745,00	Династия ЗАО	0001_USD_КРЕД_14301/1	Торговля	Московский филиал
16.05.2015	61800,00	73474,00	-11674,00	Дружба ЗАО	0001_USD_КРЕД_15600/1	Торговля	Московский филиал
16.05.2015	67600,00	62107,00	5493,00	Дружба ЗАО	0001_USD_КРЕД_3901/1	Торговля	Московский филиал
16.05.2015	67500,00	71427,00	-3927,00	ЗАО Бородин	0001_USD_КРЕД_2501/1	Торговля	Московский филиал
16.05.2015	80100,00	73141,00	6959,00	ЗАО Монолит	0001_USD_КРЕД_19001	Торговля	Московский филиал
16.05.2015	29700,00	32575,00	-2875,00	ЗАО Монолит	0001_USD_КРЕД_3001	Торговля	Московский филиал
16.05.2015	26200,00	21744,00	4456,00	ЗАО Рыболов	0001_USD_КРЕД_1401	Торговля	Московский филиал
16.05.2015	90200,00	87200,00	3000,00	Инжиниринг Центр	0001_USD_КРЕД_17700	Информационные технологии	Московский филиал
16.05.2015	57100,00	62482,00	-5382,00	Инкар	0001_USD_КРЕД_1700/1	Информационные технологии	Краснодарский филиал
16.05.2015	82600,00	87210,00	-4610,00	Инкар	0001_USD_КРЕД_1700/2	Информационные технологии	Краснодарский филиал
16.05.2015	50600,00	45553,00	5047,00	Инкар	0001_USD_КРЕД_1702	Информационные технологии	Краснодарский филиал
16.05.2015	80300,00	90633,00	-10333,00	Инкар	0001_USD_КРЕД_1700/4	Информационные технологии	Краснодарский филиал
16.05.2015	41300,00	38540,00	2760,00	Инкар	0001_USD_КРЕД_1700/3	Информационные технологии	Краснодарский филиал
16.05.2015	38300,00	34339,00	3961,00	Инкар	0001_RUR_КРЕД_1702	Информационные технологии	Краснодарский филиал
16.05.2015	14400,00	14597,00	-197,00	Камея ЗАО	0001_USD_КРЕД_7801/1	Информационные технологии	Краснодарский филиал
16.05.2015	55600,00	65219,00	-9619,00	Квант ООО	0001_USD_КРЕД_7901	Информационные технологии	Краснодарский филиал
16.05.2015	95900,00	80957,00	14943,00	Коралайн ООО	0001_USD_КРЕД_52011	Промышленность	Краснодарский филиал
16.05.2015	58400,00	50374,00	8026,00	Ника ЗАО	0001_USD_КРЕД_11800	Промышленность	Краснодарский филиал
16.05.2015	40300,00	32451,00	7849,00	Ника ЛТД	0001_USD_КРЕД_19100	Торговля	Краснодарский филиал
16.05.2015	10700,00	12261,00	-1561,00	Нюанс ООО	0001_USD_КРЕД_16000/1	Промышленность	Краснодарский филиал
16.05.2015	94800,00	80032,00	14768,00	ОАО Белакс	0001_USD_КРЕД_17201	Промышленность	Краснодарский филиал
16.05.2015	99000,00	88213,00	10787,00	ОАО Рефма	0001_USD_КРЕД_11701	Промышленность	Краснодарский филиал
16.05.2015	55900,00	65940,00	-10040,00	ОАО Сигма	0001_USD_КРЕД_6999	Торговля	Краснодарский филиал
16.05.2015	44200,00	37336,00	6864,00	Омега ООО	0001_USD_КРЕД_4601	Торговля	Краснодарский филиал
16.05.2015	69600,00	82608,00	-13008,00	ООО Бриз	0001_USD_КРЕД_6200	Промышленность	Екатеринбургский филиал
16.05.2015	91900,00	78325,00	13575,00	ООО Дебют	0001_USD_КРЕД_1301	Информационные технологии	Екатеринбургский филиал
16.05.2015	10400,00	10902,00	-502,00	ООО Интелеком	0001_USD_КРЕД_8901/1	Информационные технологии	Екатеринбургский филиал
16.05.2015	68900,00	55176,00	13724,00	ООО Коммир	0001_USD_КРЕД_18902	Промышленность	Екатеринбургский филиал
16.05.2015	88300,00	96149,00	-7849,00	ООО Райдос	0001_RUR_КРЕД_6201/1	Промышленность	Екатеринбургский филиал
16.05.2015	7300,00	6750,00	550,00	ООО Раминтек	0001_USD_КРЕД_1000	Промышленность	Екатеринбургский филиал
16.05.2015	78400,00	67479,00	10921,00	ООО Раминтек	0001_USD_КРЕД_10001	Промышленность	Екатеринбургский филиал
16.05.2015	44800,00	48407,00	-3607,00	ООО Раминтек	0001_USD_КРЕД_10003	Промышленность	Екатеринбургский филиал
16.05.2015	34400,00	32724,00	1676,00	ООО Раминтек	0001_USD_КРЕД_10002	Промышленность	Екатеринбургский филиал
16.05.2015	3800,00	3436,00	364,00	ООО Рашид	0001_USD_КРЕД_3400/1	Промышленность	Екатеринбургский филиал
16.05.2015	64300,00	68917,00	-4617,00	ООО Скорпион	0001_USD_КРЕД_4900/1	Промышленность	Екатеринбургский филиал
16.05.2015	26100,00	24552,00	1548,00	Офтоп ЗАО	0001_USD_КРЕД_16100/1	Торговля	Екатеринбургский филиал
16.05.2015	18200,00	18435,00	-235,00	Перстиж ООО	0001_USD_КРЕД_5901	Торговля	Екатеринбургский филиал
16.05.2015	17600,00	19469,00	-1869,00	Пульс ООО	0001_USD_КРЕД_13000	Торговля	Екатеринбургский филиал
16.05.2015	59200,00	50522,00	8678,00	Пульс ООО	0001_USD_КРЕД_101	Торговля	Екатеринбургский филиал
